Region,Country,Station,Latitude,Longitude,"Ts,avg","Ts,amplitude,1","Ts,amplitude,2",PL1,PL2
5,USA,Fort Lewis-Gray AAF   ,47.08,-122.58,12,8.9,-1.7,22,54
5,USA,Hanford     ,46.57,-119.6,13.4,13.6,2,19,-32
5,USA,Hoquiam AP    ,46.98,-123.93,12.4,6.3,0.1,21,12
5,USA,Kelso AP    ,46.13,-122.9,13.4,7.8,1.5,17,-27
5,USA,Moses Lake-Grant County AP  ,47.2,-119.32,13.7,12.5,1.6,14,-29
5,USA,Olympia AP    ,46.97,-122.9,12.2,8.3,-1,20,50
5,USA,Pasco-Tri Cities AP   ,46.27,-119.12,14.8,12,-0.1,13,6
5,USA,Port Angeles-William R Fairchild Intl AP,48.12,-123.5,11.6,7.4,0.6,21,-29
5,USA,Pullman-Moscow Rgnl AP   ,46.75,-117.12,11.6,11.5,-1.5,19,49
5,USA,Quillayute State AP   ,47.93,-124.57,10.6,5.2,-0.6,26,51
5,USA,Renton Muni AP   ,47.48,-122.22,13.9,8.1,-1.1,17,39
5,USA,Seattle-Boeing Field    ,47.68,-122.25,13.9,7.8,1.1,20,-33
5,USA,Seattle-Tacoma Intl AP   ,47.47,-122.32,13.1,7.8,1.1,19,-25
5,USA,Snohomish County AP   ,47.9,-122.28,12.7,7.1,-1.3,23,40
5,USA,Spokane-Felts Field    ,47.68,-117.32,12.1,12.1,-1.7,20,37
5,USA,Spokane Intl AP   ,47.49,-117.59,10.8,11.9,1,18,-29
5,USA,Stampede Pass    ,47.28,-121.33,7.5,10,-1.6,23,25
5,USA,Tacoma-McChord AFB    ,47.15,-122.48,11.9,9,-1.5,22,44
5,USA,Tacoma Narrows AP   ,47.27,-122.58,13.3,7.8,-0.6,19,34
5,USA,The Dalles Muni AP  ,45.62,-121.15,15.1,11,1.5,16,-32
5,USA,Toledo-Winlock-Ed Carlson Mem AP  ,46.48,-122.8,11.6,8.8,1.4,22,-30
5,USA,Walla Walla City-County AP  ,46.1,-118.28,14.3,11.5,-1.9,18,46
5,USA,Wenatchee-Pangborn Mem AP   ,47.4,-120.2,13.2,13.3,1.2,17,-25
5,USA,Whidbey Island NAS   ,48.35,-122.67,12.1,6.5,0,19,11
5,USA,Yakima Air Terminal-McAllister Field  ,46.57,-120.55,12.4,12.5,1.4,13,-26
5,USA,Appleton-Outagamie County AP   ,44.25,-88.52,9.6,12.3,-0.8,27,3
5,USA,Eau Claire County AP  ,44.87,-91.48,8.3,13.9,-1.1,27,10
5,USA,Ephraim AWOS    ,45.15,-87.15,8,13.7,-2,27,26
5,USA,Green Bay-Austin Straubel Intl AP ,44.48,-88.13,8.7,13.4,-1.4,28,2
5,USA,Janesville-Rock County AP   ,42.62,-89.03,9.9,10.5,-0.4,26,2
5,USA,La Crosse Muni AP  ,43.87,-91.25,9.7,14,-0.9,26,5
5,USA,Lone Rock AP   ,43.2,-90.18,10.6,12.2,-1.5,29,-35
5,USA,Madison-Dane County Rgnl AP  ,43.13,-89.33,9.1,13.8,-0.5,24,-11
5,USA,Manitowac Muni AWOS   ,44.13,-87.68,9.2,11.8,-0.7,34,-21
5,USA,Marshfield Muni AP   ,44.63,-90.18,9.2,12.9,0,28,12
5,USA,Milwaukee-Mitchell Intl AP   ,42.95,-87.9,9.2,13,-0.6,31,14
5,USA,Minocqua-Woodruff-Lee Field    ,45.93,-89.73,7.6,13.4,-1.1,30,7
5,USA,Mosinee-Central Wisconsin AP   ,44.78,-89.67,8,13.3,-1.5,25,15
5,USA,Phillips-Price County AP   ,45.7,-90.4,7.8,13.5,-1.2,30,6
5,USA,Rice Lake Muni AP  ,45.48,-91.72,8.2,13.7,-1.1,30,7
5,USA,Sturgeon Bay-Door County AP  ,44.85,-87.42,9,12.7,-0.4,34,4
5,USA,Watertown Muni AP   ,43.17,-88.72,10.3,13.2,-1.2,30,-15
5,USA,Wausau Muni AP   ,44.92,-89.63,8.7,14,-1.8,33,14
5,USA,Wittman Rgnl AP   ,43.98,-88.55,8.8,12.6,-0.4,28,6
5,USA,Beckley-Raleigh County Mem AP  ,37.8,-81.12,12.5,10.6,1,20,-16
5,USA,Bluefield-Mercer County AP   ,37.27,-81.24,13.7,9.6,0.3,27,7
5,USA,Charleston-Yeager AP    ,38.38,-81.58,14.1,11.2,0.5,21,4
5,USA,Clarksburg-Harrison Marion Rgnl AP  ,39.28,-80.23,13.3,11.2,1.8,19,-21
5,USA,Elkins-Randolph County AP   ,38.88,-79.85,11,10.8,0.5,21,11
5,USA,Huntington-Tri State Walker Long Field ,38.38,-82.55,14.2,11.1,0.8,21,27
5,USA,Lewisburg-Greenbrier Valley AP   ,37.87,-80.4,11.1,10.6,-0.9,23,29
5,USA,Martinsburg-Eastern WV Rgnl AP  ,39.4,-77.98,14.2,10.1,0.7,22,13
5,USA,Morgantown Muni-Hart Field   ,39.65,-79.92,13.2,10.7,1.1,20,19
5,USA,Parkersburg-Wood County-Gill Robb Wilson AP ,39.35,-81.43,13.8,11.8,1.1,26,15
5,USA,Wheeling-Ohio County AP   ,40.18,-80.65,12.1,11.1,0.1,24,1
5,USA,Casper-Natrona County Intl AP  ,42.9,-106.47,10.1,13.2,-1.2,25,28
5,USA,Cheyenne Muni AP   ,41.15,-104.8,9.8,11.9,-1.2,24,36
5,USA,Cody Muni AWOS   ,44.52,-109.02,9.4,11.7,1.2,23,-41
5,USA,Evanston-Uinta County AP-Burns Field  ,41.28,-111.03,7.4,12,-1.8,29,27
5,USA,Gillette-Gillette County AP   ,44.35,-105.53,11.5,13.6,-1.4,22,43
5,USA,Green River-Greater Green River Intergalactic Spaceport,41.46,-109.44,9.2,13,-1.2,22,26
5,USA,Jackson Hole AP   ,43.6,-110.73,5.8,10.8,-2,28,30
5,USA,Lander-Hunt Field    ,42.82,-108.73,10.6,13.7,-0.8,20,30
5,USA,Laramie-General Brees Field   ,41.32,-105.68,7.8,11.1,-1.1,26,36
5,USA,Rawlins Muni AP   ,41.8,-107.2,8.6,11.7,-1.7,22,29
5,USA,Riverton Rgnl AP   ,43.05,-108.45,10.9,14.6,-1.2,23,22
5,USA,Sheridan County AP   ,44.77,-106.97,10.6,13.4,-0.2,21,-3
5,USA,Worland Muni AP   ,43.97,-107.95,11.2,14.7,0,22,13
